********* TRAJECTORY OUTPUT DATA *********
** Output Format:
** simulation_start_time
** 
** AC,flight_index,callsign,actype,origin_airport,destination_airport,start_time,simulation_interval_ground,simulation_interval_airborne,cruise_altitude_ft,cruise_tas_knots,origin_airport_elevation_ft,destination_airport_elevation_ft,number_of_trajectory_rec
** timestamp(UTC sec),latitude,longitude,altitude_ft,rocd_fps,tas_knots,tas_knots_ground,course,fpa,sector_index,sector_name,flight_phase

1121238067

AC,0,SWA1897,MD82,KLAX,KSFO,0,1,30,33000,442,128,13,193
0,35.0499992370605469,-120.383331298828125,32000,-18.6666660308837891,465,474.086273193359375,315,-2.30066370964050293,2579,ZLA2500M1,FLIGHT_PHASE_INITIAL_DESCENT
30,35.0874862670898438,-120.371986389160156,31440,-18.6666660308837891,444,470.534454345703125,13.9077787399291992,-2.30066370964050293,2579,ZLA2500M1,FLIGHT_PHASE_INITIAL_DESCENT
60,35.1249351501464844,-120.360641479492188,30888.400390625,-18.3866672515869141,445.1199951171875,470.055572509765625,13.9142780303955078,-2.30066370964050293,2579,ZLA2500M1,FLIGHT_PHASE_INITIAL_DESCENT
90,35.1623725891113281,-120.349288940429688,30308.525390625,-19.32916259765625,445.9442138671875,469.916412353515625,13.9207630157470703,-2.30066370964050293,2579,ZLA2500M1,FLIGHT_PHASE_INITIAL_DESCENT
120,35.19970703125,-120.337959289550781,29547.439453125,-25.3695278167724609,445.654266357421875,468.662994384765625,13.9272470474243164,-2.30066370964050293,2579,ZLA2500M1,FLIGHT_PHASE_INITIAL_DESCENT
150,35.2369537353515625,-120.326644897460938,28548.513671875,-33.2975044250488281,445.273712158203125,467.575958251953125,13.9337844848632812,-2.30066370964050293,2579,ZLA2500M1,FLIGHT_PHASE_INITIAL_DESCENT
180,35.273834228515625,-120.3154296875,27380.771484375,-38.9247512817382812,441.839599609375,462.9586181640625,13.940302848815918,-2.30066370964050293,2579,ZLA2500M1,FLIGHT_PHASE_INITIAL_DESCENT
210,35.3099365234375,-120.304443359375,26220.416015625,-38.67852783203125,433.975006103515625,453.23175048828125,13.9467277526855469,-2.30066370964050293,2579,ZLA2500M1,FLIGHT_PHASE_INITIAL_DESCENT
240,35.3453445434570312,-120.293655395507812,25068.763671875,-38.3884391784667969,426.432708740234375,444.528533935546875,13.9530935287475586,-2.30066370964050293,2579,ZLA2500M1,FLIGHT_PHASE_INITIAL_DESCENT
270,35.3800735473632812,-120.283065795898438,23928.076171875,-38.0229225158691406,418.94696044921875,436.01513671875,13.9592618942260742,-2.30066370964050293,2579,ZLA2500M1,FLIGHT_PHASE_INITIAL_DESCENT
300,35.4143295288085938,-120.272613525390625,22798.615234375,-37.6486854553222656,411.532501220703125,430.063690185546875,13.9653482437133789,-2.30066370964050293,265,ZLA1500M1,FLIGHT_PHASE_INITIAL_DESCENT
330,35.4480934143066406,-120.262298583984375,21677.625,-37.3663215637207031,404.191009521484375,423.9254150390625,13.9714269638061523,-2.30066370964050293,265,ZLA1500M1,FLIGHT_PHASE_INITIAL_DESCENT
360,35.4812965393066406,-120.252151489257812,20565.04296875,-37.0860710144042969,397.06573486328125,416.86822509765625,13.9773139953613281,-2.30066370964050293,265,ZLA1500M1,FLIGHT_PHASE_INITIAL_DESCENT
390,35.5138664245605469,-120.2421875,19460.8046875,-36.8079261779785156,390.3902587890625,408.933868408203125,13.9832696914672852,-2.30066370964050293,265,ZLA1500M1,FLIGHT_PHASE_INITIAL_DESCENT
420,35.5460357666015625,-120.232337951660156,18366.197265625,-36.4869346618652344,384.034423828125,403.9327392578125,13.9890604019165039,-2.30066370964050293,265,ZLA1500M1,FLIGHT_PHASE_INITIAL_DESCENT
450,35.5776710510253906,-120.222640991210938,17282.53515625,-36.1220664978027344,378.01409912109375,397.2037353515625,13.9947938919067383,-2.30066370964050293,265,ZLA1500M1,FLIGHT_PHASE_INITIAL_DESCENT
480,35.6087837219238281,-120.213096618652344,16207.916015625,-35.8206329345703125,372.053955078125,390.661712646484375,14.0003423690795898,-2.30066370964050293,265,ZLA1500M1,FLIGHT_PHASE_INITIAL_DESCENT
510,35.6393318176269531,-120.203720092773438,15141.3564453125,-35.5519790649414062,366.143524169921875,383.5989990234375,14.0058078765869141,-2.30066370964050293,266,ZLA1500M2,FLIGHT_PHASE_INITIAL_DESCENT
540,35.6692886352539062,-120.19451904296875,14084.943359375,-35.2137870788574219,360.2774658203125,376.180938720703125,14.0112504959106445,-2.30066370964050293,266,ZLA1500M2,FLIGHT_PHASE_INITIAL_DESCENT
570,35.6986122131347656,-120.185508728027344,13039.09375,-34.8616485595703125,354.467193603515625,368.2242431640625,14.0166358947753906,-2.30066370964050293,266,ZLA1500M2,FLIGHT_PHASE_INITIAL_DESCENT
600,35.7273178100585938,-120.176681518554688,12003.703125,-34.513031005859375,349.195465087890625,360.4622802734375,14.0220308303833008,-2.30066370964050293,266,ZLA1500M2,FLIGHT_PHASE_INITIAL_DESCENT
630,35.75543212890625,-120.16802978515625,10978.666015625,-34.1679000854492188,344.018524169921875,353.046630859375,14.0273208618164062,-2.30066370964050293,162,ZOA1001M2,FLIGHT_PHASE_INITIAL_DESCENT
660,35.7810096740722656,-120.160148620605469,10000,-32.6222000122070312,315.913330078125,322.6595458984375,14.0325164794921875,5.92710733413696289,162,ZOA1001M2,FLIGHT_PHASE_INITIAL_DESCENT
690,35.804412841796875,-120.152931213378906,9104.708984375,-29.8430442810058594,289,295.2415771484375,14.0370750427246094,5.92710733413696289,162,ZOA1001M2,FLIGHT_PHASE_INITIAL_DESCENT
720,35.8274002075195312,-120.145843505859375,9987.51953125,29.4270172119140625,284.97119140625,289.989227294921875,14.0411834716796875,5.92710733413696289,162,ZOA1001M2,FLIGHT_PHASE_APPROACH
750,35.8507614135742188,-120.138633728027344,10882.63671875,29.8372459411621094,288.94384765625,294.704742431640625,14.0454540252685547,5.92710733413696289,162,ZOA1001M2,FLIGHT_PHASE_APPROACH
780,35.876129150390625,-120.13079833984375,11853.1220703125,32.3495025634765625,313.27252197265625,320.017486572265625,14.0497007369995117,5.92710733413696289,162,ZOA1001M2,FLIGHT_PHASE_APPROACH
810,35.903717041015625,-120.122268676757812,12906.28515625,35.1054229736328125,339.960845947265625,348.028778076171875,14.0542612075805664,5.92710733413696289,162,ZOA1001M2,FLIGHT_PHASE_APPROACH
840,35.9321365356445312,-120.113479614257812,13985.998046875,35.990447998046875,348.53143310546875,358.5518798828125,14.059107780456543,5.92710733413696289,162,ZOA1001M2,FLIGHT_PHASE_APPROACH
870,35.961181640625,-120.1044921875,15082.435546875,36.5479202270507812,353.92999267578125,366.43548583984375,14.0642862319946289,5.92710733413696289,162,ZOA1001M2,FLIGHT_PHASE_APPROACH
900,35.9909744262695312,-120.095260620117188,16197.533203125,37.1699142456054688,359.953399658203125,375.851318359375,14.0696735382080078,5.92710733413696289,161,ZOA1001M1,FLIGHT_PHASE_APPROACH
930,36.0213775634765625,-120.085838317871094,17331.630859375,37.8032302856445312,366.08642578125,383.535736083984375,14.0749387741088867,5.92710733413696289,161,ZOA1001M1,FLIGHT_PHASE_APPROACH
960,36.0525436401367188,-120.076171875,18485.05078125,38.4473381042480469,372.323974609375,393.14276123046875,14.080601692199707,5.92710733413696289,161,ZOA1001M1,FLIGHT_PHASE_APPROACH
990,36.0842742919921875,-120.066322326660156,19658.123046875,39.1024208068847656,378.66778564453125,400.309539794921875,14.0864276885986328,5.92710733413696289,158,ZOA1101M2,FLIGHT_PHASE_APPROACH
1020,36.116607666015625,-120.0562744140625,20851.18359375,39.7686653137207031,385.11968994140625,407.886138916015625,14.0923862457275391,5.92710733413696289,158,ZOA1101M2,FLIGHT_PHASE_APPROACH
1050,36.1495475769042969,-120.046028137207031,22065.890625,40.4902076721191406,392.10711669921875,415.5460205078125,14.0983219146728516,5.92710733413696289,158,ZOA1101M2,FLIGHT_PHASE_APPROACH
1080,36.1830825805664062,-120.035591125488281,23303.27734375,41.2462158203125,399.42828369140625,423.0897216796875,14.1043167114257812,5.92710733413696289,158,ZOA1101M2,FLIGHT_PHASE_APPROACH
1110,36.2171287536621094,-120.024986267089844,24565.580078125,42.0767631530761719,407.4713134765625,429.540252685546875,14.1106395721435547,5.92710733413696289,157,ZOA1101M1,FLIGHT_PHASE_APPROACH
1140,36.2515754699707031,-120.014244079589844,25853.30078125,42.9240341186523438,415.67626953125,434.646148681640625,14.117131233215332,5.92710733413696289,157,ZOA1101M1,FLIGHT_PHASE_APPROACH
1170,36.2867584228515625,-120.003257751464844,27166.951171875,43.7883644104003906,424.04644775390625,443.96063232421875,14.1235389709472656,5.92710733413696289,157,ZOA1101M1,FLIGHT_PHASE_APPROACH
1200,36.3229103088378906,-119.991958618164062,28507.0546875,44.6701011657714844,432.585174560546875,456.16119384765625,14.1297807693481445,5.92710733413696289,2519,ZOA1301M1,FLIGHT_PHASE_APPROACH
1230,36.3596305847167969,-119.980476379394531,29874.927734375,45.5957717895507812,441.54937744140625,463.371337890625,14.1362037658691406,5.92710733413696289,2509,ZOA1501M1,FLIGHT_PHASE_APPROACH
1260,36.3967933654785156,-119.968841552734375,31254.845703125,45.9972686767578125,445.437469482421875,468.97100830078125,14.1431646347045898,5.92710733413696289,2509,ZOA1501M1,FLIGHT_PHASE_APPROACH
1290,36.4341392517089844,-119.957138061523438,32634.927734375,46.0027236938476562,445.49029541015625,471.257110595703125,14.1499958038330078,5.92710733413696289,2509,ZOA1501M1,FLIGHT_PHASE_APPROACH
1320,36.4713973999023438,-119.945449829101562,34006.45703125,45.7177009582519531,442.730133056640625,470.143585205078125,14.1568832397460938,5.92710733413696289,2509,ZOA1501M1,FLIGHT_PHASE_APPROACH
1350,36.5085945129394531,-119.933769226074219,35369.4921875,45.4344444274902344,439.987091064453125,469.394317626953125,14.1636905670166016,5.92710733413696289,2509,ZOA1501M1,FLIGHT_PHASE_APPROACH
1380,36.5459938049316406,-119.922012329101562,36725.2265625,45.1910972595214844,437.6304931640625,471.95623779296875,14.1704778671264648,5.92710733413696289,2509,ZOA1501M1,FLIGHT_PHASE_APPROACH
1410,36.5836753845214844,-119.91015625,38076.7578125,45.0511016845703125,436.2747802734375,475.49676513671875,14.1771373748779297,5.92710733413696289,2509,ZOA1501M1,FLIGHT_PHASE_APPROACH
1440,36.6218147277832031,-119.898147583007812,39427.44140625,45.0227241516113281,436,481.23455810546875,14.1839809417724609,5.92710733413696289,2509,ZOA1501M1,FLIGHT_PHASE_APPROACH
1470,36.6597633361816406,-119.886184692382812,40778.125,45.0227241516113281,436,478.857757568359375,14.1914491653442383,5.92710733413696289,2509,ZOA1501M1,FLIGHT_PHASE_APPROACH
1500,36.6973609924316406,-119.874320983886719,42128.80859375,45.0227241516113281,436,474.49114990234375,14.1985960006713867,5.92710733413696289,2509,ZOA1501M1,FLIGHT_PHASE_APPROACH
1530,36.7347297668457031,-119.862518310546875,43479.4921875,45.0227241516113281,436,471.61199951171875,14.2058191299438477,5.92710733413696289,2509,ZOA1501M1,FLIGHT_PHASE_APPROACH
1560,36.7719497680664062,-119.850746154785156,44830.17578125,45.0227241516113281,436,469.78314208984375,14.2132787704467773,5.92710733413696289,2509,ZOA1501M1,FLIGHT_PHASE_APPROACH
1590,36.8092002868652344,-119.838958740234375,46180.859375,45.0227241516113281,436,470.16583251953125,14.2191953659057617,5.92710733413696289,2509,ZOA1501M1,FLIGHT_PHASE_APPROACH
